"fileID","fileURL","fileSize"
6056857446,"https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/VNP46A4.A2014001.h20v04.001.2021117184608.h5",32384998
6059907361,"https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/VNP46A4.A2013001.h09v04.001.2021119111059.h5",42291248
6060319168,"https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/VNP46A4.A2013001.h31v09.001.2021119122947.h5",6434224
6075408689,"https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/VNP46A4.A2014001.h14v16.001.2022263125545.h5",2209973
6064508696,"https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/VNP46A4.A2014001.h23v05.001.2021120142212.h5",25964007
6075783271,"https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/VNP46A4.A2014001.h26v01.001.2022263130109.h5",16089786
6076925850,"https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/VNP46A4.A2013001.h26v02.001.2021125103241.h5",33914332
6075374632,"https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/VNP46A4.A2013001.h05v17.001.2022263124311.h5",3884394
6077573722,"https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/VNP46A4.A2013001.h21v02.001.2021125195433.h5",29119333
6077147860,"https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/VNP46A4.A2014001.h31v04.001.2021125103916.h5",21819912
6077048550,"https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/VNP46A4.A2013001.h24v17.001.2022263125010.h5",2169744
6077629908,"https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/VNP46A4.A2014001.h25v13.001.2021125195754.h5",771860
6075773430,"https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/VNP46A4.A2013001.h17v02.001.2021124164511.h5",953965
6058086028,"https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/VNP46A4.A2013001.h29v08.001.2021118161309.h5",7430069
6056864890,"https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/VNP46A4.A2014001.h18v07.001.2021117184457.h5",14127222
6075306906,"https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/VNP46A4.A2013001.h12v16.001.2022263124638.h5",1047817
6056835970,"https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/VNP46A4.A2014001.h13v15.001.2021117184138.h5",703251
6075436090,"https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/VNP46A4.A2013001.h19v00.001.2022263124731.h5",890715
6064310880,"https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/VNP46A4.A2013001.h31v11.001.2021120135134.h5",16088391
6077646502,"https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/VNP46A4.A2014001.h32v03.001.2021125195740.h5",8269789
6064630992,"https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/VNP46A4.A2013001.h05v03.001.2021120135453.h5",34606493
6060142226,"https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/VNP46A4.A2013001.h22v05.001.2021119115348.h5",32703946
